ticker,company,country
SVMLF,SOVEREIGN METALS LTD,Australia
WMNNF,ASTON MINERALS LTD,Australia
OPT,Opthea Limited,Australia
MLBEF,WEBCENTRAL LTD,Australia
ARRRF,ARDEA RESOURCES LTD,Australia
YACAF,YANCOAL AUSTRALIA LTD,Australia
LINRF,LIONTOWN RESOURCES LTD,Australia
SKHHY,SONIC HEALTHCARE SPON ADR EACH,Australia
MNSEF,MAGNIS ENERGY TECHNOLOGIES LTD,Australia
BNOX,Bionomics Limited - American De,Australia
ARRNF,AMERICAN RARE EARTHS LTD,Australia
APXYY,APPEN LTD UNSPON ADS EACH REP 0,Australia
SLGGF,SOLGOLD PLC,Australia
ARYMF,ARGOSY MINERALS LTD,Australia
